32:1293988, ack 721, win 501, length 156
02:45:24.021405 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1634696:1634852, ack 901, win 501, length 156
02:45:24.021460 IP 174.91.170.42.56476 > 137.184.172.1.22: Flags [.], ack 1630380, win 8337, length 0
02:45:24.021460 IP 174.91.170.42.56476 > 137.184.172.1.22: Flags [P.], seq 901:937, ack 1630380, win 8337, length 36
02:45:24.021645 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1634852:1635232, ack 937, win 501, length 380
02:45:24.021728 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1635232:1635388, ack 937, win 501, length 156
02:45:24.021810 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1635388:1635544, ack 937, win 501, length 156
02:45:24.021857 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1635544:1635700, ack 937, win 501, length 156
02:45:24.021901 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1635700:1635856, ack 937, win 501, length 156
02:45:24.021947 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1635856:1636012, ack 937, win 501, length 156
02:45:24.021997 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1636012:1636168, ack 937, win 501, length 156
02:45:24.022044 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1636168:1636324, ack 937, win 501, length 156
02:45:24.022093 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1636324:1636480, ack 937, win 501, length 156
02:45:24.022140 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1636480:1636636, ack 937, win 501, length 156
02:45:24.022344 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1636636:1636792, ack 937, win 501, length 156
02:45:24.022509 IP 174.91.170.42.56476 > 137.184.172.1.22: Flags [.], ack 1631472, win 8333, length 0
02:45:24.022537 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1636792:1636948, ack 937, win 501, length 156
02:45:24.022624 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1636948:1637208, ack 937, win 501, length 260
02:45:24.022679 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1637208:1637364, ack 937, win 501, length 156
02:45:24.022727 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1637364:1637520, ack 937, win 501, length 156
02:45:24.022776 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1637520:1637676, ack 937, win 501, length 156
02:45:24.022825 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1637676:1637832, ack 937, win 501, length 156
02:45:24.022874 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1637832:1637988, ack 937, win 501, length 156
02:45:24.023781 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1637988:1638144, ack 937, win 501, length 156
02:45:24.023878 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1638144:1638300, ack 937, win 501, length 156
02:45:24.023935 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1638300:1638456, ack 937, win 501, length 156
02:45:24.023988 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1638456:1638612, ack 937, win 501, length 156
02:45:24.024037 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1638612:1638768, ack 937, win 501, length 156
02:45:24.024134 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1638768:1638924, ack 937, win 501, length 156
02:45:24.024188 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1638924:1639080, ack 937, win 501, length 156
02:45:24.024239 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1639080:1639236, ack 937, win 501, length 156
02:45:24.024286 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1639236:1639392, ack 937, win 501, length 156
02:45:24.024334 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1639392:1639548, ack 937, win 501, length 156
02:45:24.024404 IP 174.91.170.42.56476 > 137.184.172.1.22: Flags [.], ack 1635544, win 8337, length 0
02:45:24.024404 IP 174.91.170.42.56476 > 137.184.172.1.22: Flags [.], ack 1636480, win 8334, length 0
02:45:24.024442 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1639548:1639704, ack 937, win 501, length 156
02:45:24.024537 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1639704:1640068, ack 937, win 501, length 364
02:45:24.024588 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1640068:1640224, ack 937, win 501, length 156
02:45:24.024634 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1640224:1640380, ack 937, win 501, length 156
02:45:24.024680 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1640380:1640536, ack 937, win 501, length 156
02:45:24.024724 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1640536:1640692, ack 937, win 501, length 156
02:45:24.024767 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1640692:1640848, ack 937, win 501, length 156
02:45:24.024814 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1640848:1641004, ack 937, win 501, length 156
02:45:24.024982 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1641004:1641160, ack 937, win 501, length 156
02:45:24.025068 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1641160:1641316, ack 937, win 501, length 156
02:45:24.025125 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1641316:1641472, ack 937, win 501, length 156
02:45:24.025175 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1641472:1641628, ack 937, win 501, length 156
02:45:24.025220 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1641628:1641784, ack 937, win 501, length 156
02:45:24.025265 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1641784:1641940, ack 937, win 501, length 156
02:45:24.025306 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1641940:1642096, ack 937, win 501, length 156
02:45:24.025352 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1642096:1642252, ack 937, win 501, length 156
02:45:24.025399 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1642252:1642408, ack 937, win 501, length 156
02:45:24.025447 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1642408:1642564, ack 937, win 501, length 156
02:45:24.025497 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1642564:1642720, ack 937, win 501, length 156
02:45:24.025711 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1642720:1642876, ack 937, win 501, length 156
02:45:24.025784 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1642876:1643032, ack 937, win 501, length 156
02:45:24.025835 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1643032:1643188, ack 937, win 501, length 156
02:45:24.025884 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1643188:1643344, ack 937, win 501, length 156
02:45:24.025930 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1643344:1643500, ack 937, win 501, length 156
02:45:24.025977 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1643500:1643656, ack 937, win 501, length 156
02:45:24.026023 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1643656:1643812, ack 937, win 501, length 156
02:45:24.026084 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1643812:1643968, ack 937, win 501, length 156
02:45:24.026131 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1643968:1644124, ack 937, win 501, length 156
02:45:24.026178 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1644124:1644280, ack 937, win 501, length 156
02:45:24.026226 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1644280:1644436, ack 937, win 501, length 156
02:45:24.026271 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1644436:1644592, ack 937, win 501, length 156
02:45:24.026321 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1644592:1644748, ack 937, win 501, length 156
02:45:24.026363 IP 174.91.170.42.56476 > 137.184.172.1.22: Flags [.], ack 1639392, win 8337, length 0
02:45:24.026426 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1644748:1645008, ack 937, win 501, length 260
02:45:24.026474 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1645008:1645164, ack 937, win 501, length 156
02:45:24.026521 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1645164:1645320, ack 937, win 501, length 156
02:45:24.026757 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1645320:1645476, ack 937, win 501, length 156
02:45:24.026843 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1645476:1645632, ack 937, win 501, length 156
02:45:24.026900 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1645632:1645788, ack 937, win 501, length 156
02:45:24.026946 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1645788:1645944, ack 937, win 501, length 156
02:45:24.026992 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1645944:1646100, ack 937, win 501, length 156
02:45:24.027040 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1646100:1646256, ack 937, win 501, length 156
02:45:24.027247 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1646256:1646412, ack 937, win 501, length 156
02:45:24.027357 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1646412:1646568, ack 937, win 501, length 156
02:45:24.027442 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1646568:1646724, ack 937, win 501, length 156
02:45:24.027551 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1646724:1646880, ack 937, win 501, length 156
02:45:24.027647 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1646880:1647036, ack 937, win 501, length 156
02:45:24.027748 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1647036:1647192, ack 937, win 501, length 156
02:45:24.027812 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1647192:1647348, ack 937, win 501, length 156
02:45:24.027864 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1647348:1647504, ack 937, win 501, length 156
02:45:24.028169 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1647504:1647660, ack 937, win 501, length 156
02:45:24.028291 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1647660:1647816, ack 937, win 501, length 156
02:45:24.028346 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1647816:1647972, ack 937, win 501, length 156
02:45:24.028396 IP 174.91.170.42.56476 > 137.184.172.1.22: Flags [.], ack 1644592, win 8337, length 0
02:45:24.028462 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1647972:1648128, ack 937, win 501, length 156
02:45:24.028515 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1648128:1648424, ack 937, win 501, length 296
02:45:24.028754 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1648424:1648580, ack 937, win 501, length 156
02:45:24.028843 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1648580:1648736, ack 937, win 501, length 156
02:45:24.028897 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1648736:1648892, ack 937, win 501, length 156
02:45:24.029216 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1648892:1649048, ack 937, win 501, length 156
02:45:24.029355 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1649048:1649204, ack 937, win 501, length 156
02:45:24.029415 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1649204:1649360, ack 937, win 501, length 156
02:45:24.029467 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1649360:1649516, ack 937, win 501, length 156
02:45:24.029517 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1649516:1649672, ack 937, win 501, length 156
02:45:24.029565 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1649672:1649828, ack 937, win 501, length 156
02:45:24.029609 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1649828:1649984, ack 937, win 501, length 156
02:45:24.029655 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1649984:1650140, ack 937, win 501, length 156
02:45:24.029703 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1650140:1650296, ack 937, win 501, length 156
02:45:24.029749 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1650296:1650452, ack 937, win 501, length 156
02:45:24.029800 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1650452:1650608, ack 937, win 501, length 156
02:45:24.029847 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1650608:1650764, ack 937, win 501, length 156
02:45:24.030073 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1650764:1650920, ack 937, win 501, length 156
02:45:24.030163 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1650920:1651076, ack 937, win 501, length 156
02:45:24.030221 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1651076:1651232, ack 937, win 501, length 156
02:45:24.030270 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1651232:1651388, ack 937, win 501, length 156
02:45:24.030327 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1651388:1651544, ack 937, win 501, length 156
02:45:24.030371 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1651544:1651700, ack 937, win 501, length 156
02:45:24.030532 IP 174.91.170.42.56476 > 137.184.172.1.22: Flags [.], ack 1647660, win 8337, length 0
02:45:24.030759 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1651700:1651960, ack 937, win 501, length 260
02:45:24.030821 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1651960:1652116, ack 937, win 501, length 156
02:45:24.030870 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1652116:1652272, ack 937, win 501, length 156
02:45:24.030918 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1652272:1652428, ack 937, win 501, length 156
02:45:24.030966 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1652428:1652584, ack 937, win 501, length 156
02:45:24.031035 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1652584:1652740, ack 937, win 501, length 156
02:45:24.031334 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1652740:1652896, ack 937, win 501, length 156
02:45:24.031790 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1652896:1653052, ack 937, win 501, length 156
02:45:24.031923 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1653052:1653208, ack 937, win 501, length 156
02:45:24.031990 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1653208:1653364, ack 937, win 501, length 156
02:45:24.032075 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1653364:1653520, ack 937, win 501, length 156
02:45:24.032130 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1653520:1653676, ack 937, win 501, length 156
02:45:24.032179 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1653676:1653832, ack 937, win 501, length 156
02:45:24.032228 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1653832:1653988, ack 937, win 501, length 156
02:45:24.032277 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1653988:1654144, ack 937, win 501, length 156
02:45:24.032326 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1654144:1654300, ack 937, win 501, length 156
02:45:24.032396 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1654300:1654456, ack 937, win 501, length 156
02:45:24.032471 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1654456:1654612, ack 937, win 501, length 156
02:45:24.032522 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1654612:1654768, ack 937, win 501, length 156
02:45:24.032574 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1654768:1654924, ack 937, win 501, length 156
02:45:24.032625 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1654924:1655080, ack 937, win 501, length 156
02:45:24.032675 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1655080:1655236, ack 937, win 501, length 156
02:45:24.032723 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1655236:1655392, ack 937, win 501, length 156
02:45:24.032767 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1655392:1655548, ack 937, win 501, length 156
02:45:24.032813 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1655548:1655704, ack 937, win 501, length 156
02:45:24.032856 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1655704:1655860, ack 937, win 501, length 156
02:45:24.032904 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1655860:1656016, ack 937, win 501, length 156
02:45:24.032949 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1656016:1656172, ack 937, win 501, length 156
02:45:24.032996 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1656172:1656328, ack 937, win 501, length 156
02:45:24.033048 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1656328:1656484, ack 937, win 501, length 156
02:45:24.033111 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1656484:1656640, ack 937, win 501, length 156
02:45:24.033197 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1656640:1656796, ack 937, win 501, length 156
02:45:24.033253 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1656796:1656952, ack 937, win 501, length 156
02:45:24.033300 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1656952:1657108, ack 937, win 501, length 156
02:45:24.033547 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1657108:1657264, ack 937, win 501, length 156
02:45:24.033637 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1657264:1657420, ack 937, win 501, length 156
02:45:24.033691 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1657420:1657576, ack 937, win 501, length 156
02:45:24.033961 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1657576:1657732, ack 937, win 501, length 156
02:45:24.034149 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1657732:1657888, ack 937, win 501, length 156
02:45:24.034346 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1657888:1658044, ack 937, win 501, length 156
02:45:24.034414 IP 174.91.170.42.56476 > 137.184.172.1.22: Flags [.], ack 1651076, win 8337, length 0
02:45:24.034495 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1658044:1658200, ack 937, win 501, length 156
02:45:24.034553 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1658200:1658340, ack 937, win 501, length 140
02:45:24.034726 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1658340:1658496, ack 937, win 501, length 156
02:45:24.034791 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1658496:1658808, ack 937, win 501, length 312
02:45:24.035398 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1658808:1658964, ack 937, win 501, length 156
02:45:24.035556 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1658964:1659120, ack 937, win 501, length 156
02:45:24.035639 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1659120:1659276, ack 937, win 501, length 156
02:45:24.035681 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1659276:1659432, ack 937, win 501, length 156
02:45:24.035719 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1659432:1659588, ack 937, win 501, length 156
02:45:24.035754 IP 137.184.172.1.22 > 174.91.170.42.56476: Flags [P.], seq 1659588:1659744, ack 937, win 501, length 156
